,Route,Head.Length,SV.length,Total.Length,Tail.Girth,Neck.Girth,Chest.Girth,Weight,Sex,Deformities_Notes
343,Lox_Marsh,20.5,74.5,152.5,29.5,29,35.5,9.5,F,None
344,Lox_Marsh,29,109,211.5,45.5,44,61,33,F,None
345,WCA2A_Marsh,25.5,93.8,186.4,38,35.1,44.7,18.5,F,None
346,WCA2A_Marsh,31,110.5,223.6,45.4,45.2,58,32,F,Snaggle tooth
347,WCA2A_Marsh,27,102.6,200,40,36.4,47.7,24.5,F,None
348,WCA3A-HD_Marsh,17.9,66.2,133.9,23.6,24.1,30.1,5.6,F,None
349,WCA3A-HD_Marsh,17.5,65.1,132.6,26.7,26.8,30.6,6.3,M,None
350,WCA3A-HD_Marsh,31.7,113.7,227,45,43,50.3,32,M,None
351,WCA3A-HD_Marsh,16.2,57.5,121.2,22.8,22.1,26.5,4.2,F,None
352,WCA3A-HD_Marsh,28.9,106.2,205.5,46.4,44.6,58.1,31,F,None
353,WCA3A-HD_Marsh,16.3,57.5,118,21.3,20.1,26.7,3.6,F,None
354,WCA3A-HD_Marsh,17.8,63.2,126.8,24.7,22.5,27.8,5.4,M,None
355,WCA3A-HD_Marsh,38.8,136,275,58.8,62.4,67.4,NA,M,Right front leg broken and rehealed. Bad right front middle toe.
356,WCA3A-HD_Marsh,16.2,60.2,124.6,24.3,23.5,26.9,4.9,F,None
357,WCA3A-HD_Marsh,22.1,80,154,31.5,30.5,36.4,10,F,None
358,WCA3A-HD_Marsh,38.5,139,268,56.5,56.7,70,NA,M,None
359,WCA3A-HD_Marsh,34.5,123.2,238.4,48,48.7,59.2,42,M,None
360,WCA3A-HD_Marsh,27.6,109,211.5,43,40.9,51,25.5,F,None
361,WCA3A-HD_Marsh,21.2,75.4,149.6,29,28,34.3,9.4,M,None
362,WCA3A-HD_Marsh,28.4,101.6,196.6,43.8,39.4,46.6,24,F,None
363,WCA3A-N41_Marsh,21.9,81.7,162.8,30.4,29.3,36.5,NA,M,None
364,WCA3A-N41_Marsh,27.7,104,207.6,39.8,38.2,48.5,23,M,None
365,WCA3A-N41_Marsh,18.8,69.4,139.4,27.5,25.8,30.4,7.2,F,None
366,WCA3A-N41_Marsh,38.6,138.4,262.5,58,57.5,68,NA,M,Incomplete tail
367,WCA3A-N41_Marsh,22.5,82,164.4,34,32.6,37.8,NA,M,None
368,WCA3A-N41_Marsh,31.2,112,218.2,49.3,48.2,57.9,37,M,Missing right rear foot--fully healed
369,WCA3A-N41_Marsh,20.5,77,153.2,30,28.9,31.3,9.5,M,None
370,ENP-SS,28.2,108,223,43,40.9,52.6,32.5,F,None
371,ENP-SS,18.3,67,135,26,26.6,28.7,7,F,None
372,ENP-SS,34.2,120.9,233,53,49.8,65.2,47,M,Minor scarring around jaws
373,ENP-SS,28.5,108,217,36.7,39.5,49.5,25,F,None
374,ENP-SS,26.5,101.5,189,42.5,42.7,52.8,30.5,F,Incomplete tail
375,ENP-SS,24.9,89.4,176.9,32.6,30.1,37.4,17,F,None
376,ENP-SS,26.3,98.2,190,38.2,33.6,45.4,22.5,F,None
377,Lox_Marsh,27.5,103.5,203.6,43.5,39,50,26.75,F,None
378,Lox_Marsh,29.5,107,213,44.5,42.5,53,30.5,F,None
379,Lox_Marsh,28,102.5,201,40.5,37.5,46,21.5,F,Missing left rear leg
380,Lox_Marsh,36.5,133,255,56.5,59,68.5,61.5,M,None
381,Lox_Marsh,22.7,80.2,140.3,31.5,30.5,35.5,11,F,Incomplete tail
382,Lox_Marsh,31,112.5,224.2,40,42,52,30,F,None
383,WCA3A-N41_Marsh,31.1,112,208.1,46,44.2,56.8,31,F,Incomplete tail
384,WCA3A-N41_Marsh,29.5,104.5,203.9,46.4,42.5,52.4,31,F,None
385,WCA3A-N41_Marsh,18,65.3,127.4,24.1,22.9,29.4,5.4,F,None
386,WCA3A-N41_Marsh,27.5,101.6,175,40.6,37.2,46,21,M,Incomplete tail
387,WCA3A-N41_Marsh,25.8,93.1,186.5,39.2,37,46.7,20.5,F,None
388,WCA3A-N41_Marsh,15.9,55.4,112.4,22.4,20.4,25.9,4,F,None
389,ENP-EST,28,97.1,158,36.6,36.1,45.7,18,M,Incomplete tail
390,ENP-EST,22.1,80.4,165,33.4,30.5,38.4,12.5,M,Missing toe/right front/tip
391,ENP-EST,18.8,66.5,134.5,25.3,22.6,27.1,5.9,F,None
392,ENP-EST,33.8,125.6,244,51.4,47.7,63.7,NA,M,Scar near end of tail
393,ENP-EST,33.5,123,236.2,43,43.4,61.8,33,M,None
394,ENP-EST,30,113,219.3,50.4,51,57.4,36,M,None
395,ENP-EST,22,75.2,154.6,28.1,28.4,36.4,8.7,M,Missing right hand foot and 4 toes on left foot
396,ENP-EST,32.2,115.5,232.9,46.1,42.4,55.9,31,M,Missing front right foot
397,ENP-EST,35.4,130.6,248.6,50.2,52.3,69.2,48.5,M,None
398,ENP-EST,24.4,89.8,174.7,36.9,34.6,45.2,15,M,None
399,ENP-EST,34.9,120.2,233.3,46.7,50.5,63.4,37.5,M,None
400,ENP-SS,29.5,117.1,236.5,48,44,62,40,M,None
401,ENP-SS,19.4,75.5,149,25.3,25.2,31.3,8.9,M,None
402,ENP-SS,20.3,79.5,155,27.3,27.1,32.8,8.9,F,None
403,ENP-SS,30.8,112.5,207.7,41.8,39.9,52,27,M,Incomplete tail
404,ENP-SS,19.9,73.2,146.8,27.8,26.8,34.3,8.8,F,None
405,ENP-SS,21,74.9,150,28.9,29.5,33.8,8.5,M,None
406,ENP-SS,30,107.3,215.5,45.5,44,51.4,37,F,None
407,ENP-SS,35.8,130.5,254,49.6,50.5,58,NA,M,None
408,WCA3A-N41_Marsh,40.2,146.9,277.5,60.3,57.6,76.3,NA,M,None
409,WCA3A-N41_Marsh,19.7,73,145.8,26,26.5,31.2,7.4,F,None
410,WCA2A_Marsh,19.2,65.9,136.8,24.8,22,30,5.6,M,None
411,WCA2A_Marsh,31,114,224,42,40.2,51,27.5,M,None
412,WCA3A-HD_Marsh,16.5,59.5,122.6,21.4,21,25.4,3.9,F,None
413,WCA3A-HD_Marsh,22.9,80.3,161.8,30.5,30.8,35.5,10.5,M,None
414,WCA3A-HD_Marsh,19,66,131.3,24.2,23.6,30,5.6,M,None
415,WCA3A-HD_Marsh,19.6,74.5,144,29,27.5,33.7,8.2,M,None
416,WCA3A-HD_Marsh,18,66.5,130,24.2,23.1,28.4,5.2,M,None
417,WCA3A-HD_Marsh,26.5,107,212,45.5,42.5,55,31,F,None
418,WCA3A-N41_Marsh,23,81,161,33.8,31,41,13.5,F,None
419,WCA3A-N41_Marsh,28.4,105,206.5,40,39.2,48.4,25.1,F,None
420,WCA3A-N41_Marsh,31.5,116.4,231.3,45.6,46.5,58.8,34,M,None
421,WCA3A-N41_Marsh,26,98.4,196.8,38.6,37.5,48,18,M,None
422,WCA3A-N41_Marsh,16.6,64.2,132,22.8,22.4,29.7,5,M,None
423,WCA3A-N41_Marsh,27.5,102,195.6,39.5,39.5,53.5,25.1,F,"Bite wound, mid-dorsal, between rear legs."
424,WCA3A-N41_Marsh,25.6,95.5,190.3,37.2,38,45.5,20.5,M,None
425,ENP-SS,24,90.3,177.6,30.8,30.5,38.7,13,M,None
426,ENP-SS,32.3,121.4,234.6,38.6,39,55.1,28.5,M,Fighting injury on lower jaw.
427,ENP-SS,22.7,85.2,168.8,32.9,30.5,40.3,12.6,F,None
428,ENP-SS,34,123.9,234,44,43.8,55.8,34.5,M,Extra nub on hind left toe.
429,ENP-SS,NA,113.4,223,41.5,40.3,52.7,29,F,None
430,ENP-SS,16.9,62.5,120.5,21.5,21.4,27.1,4,F,None
431,ENP-SS,31,119,231.6,40.7,40.1,59.8,32.5,F,None
432,ENP-SS,33.5,123.1,233,41.5,44,55.9,36,M,None
433,ENP-SS,16.3,60.3,123.4,22.7,23.9,25.6,4.4,F,None
434,ENP-SS,26.4,95,186,38.6,35.7,45.2,19,M,None
435,ENP-SS,30.8,114.9,222.7,42.6,43.5,57,34,F,"S9,DL11,DR5 tail scute numbers"
436,ENP-SS,22.7,82.4,166.3,31.7,31.1,41,13,F,None
437,ENP-SS,18.5,69.8,143,25.1,25.4,18.5,6.9,F,None
438,ENP-SS,24.9,92,182.3,35.6,34.5,38.2,15.5,F,None
439,ENP-SS,28.5,108,217,39.5,39.5,52.5,27,F,Missing left front end of second toe.
440,Lox_Marsh,28,105.7,208.5,43.7,NA,NA,29,F,None
441,Lox_Marsh,17.2,66,134,24.5,NA,NA,6.1,F,None
442,Lox_Marsh,29,109,210,41,NA,NA,29.5,F,None
443,Lox_Marsh,28.2,105,207.5,41,NA,NA,25,F,None
444,Lox_Marsh,18.2,66.5,132,26,NA,NA,6.3,M,None
445,Lox_Marsh,28.5,110,215.5,41,NA,NA,29,F,None
446,Lox_Marsh,14.7,53.7,111.5,20.5,NA,NA,3.1,M,None
447,Lox_Marsh,31,112.5,219.5,41.5,NA,NA,31,M,None
448,Lox_Marsh,27.3,104.3,209,42.5,NA,NA,28,F,None
449,Lox_Marsh,29,108.7,198,42,NA,NA,32.5,F,Incomplete tail
450,Lox_Marsh,15,53.7,100,21.5,NA,NA,2.2,M,Incomplete tail
451,Lox_Marsh,23,84,173.3,33.8,NA,NA,12,M,Old bite mark on tail near double scutes.
452,WCA2A_Marsh,27,104.9,203,33.8,36.6,42.4,19.5,M,None
453,WCA2A_Marsh,18.9,67.3,135.1,23.4,24,29.8,6.25,F,None
454,WCA2A_Marsh,26.5,105,197,37,37.1,46.3,13,F,None
455,WCA2A_Marsh,28.2,103.1,200.2,37.4,37,45.4,20,F,None
456,WCA2A_Marsh,19,69.9,135.4,24.4,25.4,29,6,F,None
457,WCA3A-N41_Marsh,30,107.6,218.2,40.7,41,51.5,27,M,"Protruding, scarred scute on right dorsal side."
458,WCA3A-N41_Marsh,24.2,90.8,178.5,35.9,35,43.8,16,M,None
459,WCA3A-N41_Marsh,25.3,96,192.5,39.2,37.5,50,19.5,F,None
460,WCA3A-N41_Marsh,26,97.5,190.6,38.4,38,49,21,F,None
461,WCA3A-N41_Marsh,27,98.1,201.5,38.9,36.5,46.5,23.5,F,None
462,WCA3A-N41_Marsh,28.5,98.5,194.5,38.9,36,49.4,21.5,F,None
463,WCA3A-N41_Marsh,20.5,74,145.6,28,25,34.5,9.8,M,Hole in web.
464,WCA3A-N41_Marsh,16.8,60,120.8,22.5,22.1,25.5,4.8,F,None
465,WCA3A-N41_Marsh,25.4,94.6,191.5,36.8,34.6,46.2,18.5,F,None
466,Lox_Marsh,16.3,58,117.5,21.5,NA,NA,4.2,M,None
467,Lox_Marsh,28.6,102,199,36,NA,NA,22,F,Missing left front foreleg.  Right rear foot missing toes.
468,Lox_Marsh,29.5,108.5,221,43,NA,NA,28,F,None
469,WCA2A_Marsh,21,80.6,156.5,30.2,30.2,38.3,10,M,None
470,WCA2A_Marsh,28.4,108.7,211,40.3,40.4,51.2,23,F,None
471,WCA2A_Marsh,28.8,107.6,216,40.2,38.5,48.7,22.5,F,None
472,WCA2A_Marsh,26.5,101.1,202.5,36.7,35.7,48.3,20.5,F,None
473,WCA2A_Marsh,22.6,79.1,158.4,31,29.3,36.9,10.8,M,None
474,WCA2A_Marsh,23.6,85.2,168.5,33.7,30.8,40.5,11,M,None
475,WCA2A_Marsh,25.6,94.8,188.5,38.5,36.8,47.5,17,F,None
476,WCA2A_Marsh,15,57,117,21,20,25,3.6,M,None
477,WCA3A-HD_Marsh,17.8,63.4,127.6,24.5,25.5,30.7,5.3,M,None
478,WCA3A-HD_Marsh,17.7,63.5,127,24.5,24.9,30,5.2,M,None
479,WCA3A-HD_Marsh,19.3,75.4,147,27.2,26.4,30.9,7.1,M,None
480,WCA3A-HD_Marsh,23.4,83.4,162.1,31.4,31.2,36.1,12,M,None
481,WCA3A-HD_Marsh,29.2,108,210,41.6,42,47.5,27.5,F,"Serrated,toothlike protrusion from soft tissue of lower jaw."
482,WCA3A-HD_Marsh,23.9,85.5,166,34.2,32.4,41.3,13.5,F,None
483,WCA3A-HD_Marsh,28.4,102.6,207,40.4,37.3,44.9,23.5,F,Missing right rear leg.
484,WCA3A-HD_Marsh,20,73.8,151,29.9,27.4,35.5,9.8,M,None
485,WCA3A-HD_Marsh,27.5,96.6,192,40.3,40.9,48.8,21,F,None
486,WCA3A-HD_Marsh,24.6,87.8,177,34.5,31.5,39.2,14.5,M,None
487,ENP-EST,32.5,121,239,48,44,58.5,44,M,None
488,ENP-EST,29.1,108,215,40.5,38.5,52,37,M,None
489,ENP-EST,26,99.5,194,35,34,43,19,M,None
490,ENP-EST,33,125,237,46,47,61,47.5,M,Incomplete tail
491,ENP-EST,33.5,129,243,52.5,54,67,53,M,Small injury on tail scutes
492,ENP-EST,34,123,230,48,42.9,58.6,38,M,None
493,ENP-EST,22.5,80,191.7,29.2,28.4,34.9,10.2,M,None
494,ENP-EST,33.2,116,233.5,40.5,40.9,51.2,32,M,None
495,ENP-EST,21.2,77.5,159,28.5,26.2,34,9.1,M,None
496,ENP-EST,25.4,94.4,193.5,32.3,34.1,40.8,15.9,F,None
497,ENP-EST,36.5,133.5,260,50.2,50,66.2,53,M,Abuse on dorsal scutes.
498,ENP-EST,31.2,111.4,212.4,41.8,43.6,52.1,28,M,None
499,ENP-EST,21,74.7,151,29,28,36,9,F,None
500,ENP-EST,16.3,60,118.9,20.9,22.2,27.4,3.7,F,None
501,ENP-EST,37,139.5,268.5,59.5,60.8,74.5,NA,M,Two nails on one toe.
502,Lox_Marsh,15.5,57,113,20,NA,NA,3.1,F,None
503,Lox_Marsh,33,120,232,49,NA,NA,37.5,M,Missing two front feet.
504,Lox_Marsh,27.3,101.5,195.5,36.5,NA,NA,20,M,2nd and 3rd left double scutes damaged.
505,Lox_Marsh,23.6,87.7,172,32,NA,NA,13,M,None
506,Lox_Marsh,28,106.8,197,42.5,NA,NA,24.75,F,Incomplete tail
507,Lox_Marsh,32.5,124,241.5,50.3,NA,NA,42,F,None
508,Lox_Marsh,19,68,135,28.5,NA,NA,7.3,F,None
509,Lox_Marsh,33.5,126,248,51.8,NA,NA,40,M,None
510,Lox_Marsh,33.5,123.5,229,39.3,NA,NA,32.5,M,Incomplete tail
511,Lox_Marsh,14.3,50.5,103.5,18.7,NA,NA,2.55,M,Incomplete tail
512,Lox_Marsh,14.5,50,103,18.4,NA,NA,2.5,F,None
513,Lox_Marsh,31,121,229,42,NA,NA,32,F,None
514,Lox_Marsh,19.2,69,140,26.5,NA,NA,6.8,F,None
515,Lox_Marsh,18.5,70,140,26,NA,NA,6.8,F,None
516,Lox_Marsh,18,57.5,132,25.3,NA,NA,6.1,M,None
517,WCA2A_Marsh,23.5,89.9,180.3,31.8,NA,NA,14,M,None
518,WCA2A_Marsh,11,39.6,77,15,NA,NA,1,F,Left Front missing middle…?(toe)?
519,WCA2A_Marsh,28,100,201,41.3,NA,NA,24,F,None
520,WCA2A_Marsh,19.2,71.3,141.1,27,NA,NA,6.5,F,Right front foot 3rd toe deformed.
521,WCA2A_Marsh,10.5,37.3,75.9,13.2,NA,NA,0.84,F,None
522,WCA2A_Marsh,13.8,51,101.7,17,NA,NA,2,M,None
523,WCA2A_Marsh,22.6,80.5,165,30.8,NA,NA,12,F,None
524,WCA2A_Marsh,25.5,97.5,198.2,39,NA,NA,22,F,None
525,WCA2A_Marsh,26,101,199,37.7,NA,NA,21,F,None
526,WCA2A_Marsh,35.5,126.5,248,46,NA,NA,44,M,None
527,WCA2A_Marsh,21,78,159,29.6,NA,NA,9.4,M,None
528,WCA2A_Marsh,17.7,64,127.1,24.5,NA,NA,5.6,M,None
529,WCA2A_Marsh,16,60.5,121.5,23.4,NA,NA,4.4,M,None
530,WCA2A_Marsh,11.2,42,86.3,14.5,NA,NA,1.3,M,None
531,WCA2A_Marsh,12,40.8,65.2,16.7,NA,NA,1.5,F,Incomplete tail
532,WCA2A_Marsh,9.2,34,69.5,11,NA,NA,0.7,F,None
533,WCA2A_Marsh,29,107,210,39.5,NA,NA,27,M,None
534,WCA2A_Marsh,28.5,104.5,207.5,38,NA,NA,25.5,F,One eye (maybe bitten).  Right eye bad.
535,WCA3A-HD_Marsh,12.5,44.2,87.1,15.4,NA,NA,1.48,F,None
536,WCA3A-HD_Marsh,11.4,41.3,82.2,14.2,NA,NA,1.12,F,None
537,WCA3A-HD_Marsh,16.5,63.6,122.2,22.7,NA,NA,4,F,None
538,WCA3A-HD_Marsh,24,86.2,172.8,38.4,NA,NA,19.2,F,None
539,WCA3A-HD_Marsh,24,90.9,173.4,36.5,NA,NA,16.8,M,None
540,WCA3A-HD_Canal,30.4,111.5,216,45.4,NA,NA,30,F,None. Scars on back and hindquarters.
541,WCA3A-HD_Marsh,25.9,93.2,186,38.8,NA,NA,19.5,M,None
542,WCA3A-HD_Marsh,9.9,35.1,70.5,12.4,NA,NA,0.75,M,None
543,WCA3A-HD_Marsh,25,85.9,171.6,36.7,NA,NA,15,M,None
544,WCA3A-HD_Marsh,26,96.2,190.5,36.2,NA,NA,20,F,Broken jaw
545,WCA3A-HD_Marsh,21.7,81.7,161.8,30.5,NA,NA,10.5,M,None
546,WCA3A-HD_Marsh,17.1,63.7,127.5,24,NA,NA,5,F,None
547,WCA3A-HD_Marsh,25,94.3,192.2,38,NA,NA,18.5,F,None
548,WCA3A-HD_Marsh,18.9,67.7,134.5,23.9,NA,NA,5.5,F,None
549,WCA3A-HD_Marsh,20.8,75.8,149.2,29,NA,NA,9.06,M,None
550,WCA3A-HD_Marsh,9.9,35,71,14.5,NA,NA,0.82,F,None
551,WCA3A-HD_Marsh,19.3,69,135.1,25,NA,NA,5.76,M,None
552,WCA3A-HD_Marsh,22.3,85.2,169.5,34,NA,NA,13.5,F,None
553,ENP-SS,21.8,79.4,158.2,31.6,NA,NA,10.5,F,None
554,ENP-SS,26.6,97.8,195,43,NA,NA,25,F,None
555,ENP-SS,14.5,54.3,114,21.2,NA,NA,3.83,F,None
556,ENP-SS,30.5,111,214,50,NA,NA,37.5,F,Scute deformity on back.
557,ENP-SS,38.7,140.6,273,63.4,NA,NA,NA,M,None
558,ENP-SS,22.7,83.9,170,31.9,NA,NA,12.5,M,None
559,ENP-SS,15,54.3,107.6,19.9,NA,NA,3.2,F,None
560,ENP-SS,27.9,106.8,171,44.5,NA,NA,NA,F,Incomplete tail
561,WCA3A-N41_Marsh,18.5,69,138.8,26.5,NA,NA,6.8,F,None
562,WCA3A-N41_Marsh,17.4,63,127.6,22.9,NA,NA,4.9,F,Missing right rear foot.
563,WCA3A-N41_Marsh,23.5,87.7,178.4,35.3,NA,NA,15,F,None
564,WCA3A-N41_Marsh,23.5,89.6,178.5,35.8,NA,NA,16,M,None
565,WCA3A-N41_Marsh,12.4,44.3,91.1,16.9,NA,NA,1.8,F,None
566,WCA3A-N41_Marsh,25.8,99,198.2,40,NA,NA,22.5,F,None
567,WCA3A-N41_Marsh,26.9,97.3,193.2,40.6,NA,NA,23.5,F,None
568,WCA3A-N41_Marsh,25.8,97.8,191,35.4,NA,NA,17,M,None
569,WCA3A-N41_Marsh,17.2,72.7,145.5,29.3,NA,NA,9.1,M,None
570,WCA3A-N41_Marsh,31.4,117.5,222.7,46.5,NA,NA,32,M,None
571,WCA3A-N41_Marsh,13.3,49.5,97.7,17.8,NA,NA,2.2,F,"None, scratches on chin."
572,WCA3A-N41_Marsh,24,92.5,177,34.3,NA,NA,14.3,M,None
573,WCA3A-N41_Marsh,29.6,111.5,209.8,43,NA,NA,30,F,"Right front foot missing,"
574,WCA3A-N41_Marsh,16.3,62.2,121.6,23,NA,NA,4.2,M,None
575,WCA3A-N41_Marsh,15.2,55.6,110.6,19,NA,NA,3.1,F,None
576,ENP-SS,12.8,45.7,91.8,17.45,NA,NA,1.9,F,None
577,ENP-EST,13,47,95.1,19,NA,NA,2.3,M,None
578,ENP-EST,21,77,156.4,32.8,NA,NA,9.5,M,None
579,ENP-EST,35.4,124.7,250.3,50.4,NA,NA,46,M,None
580,ENP-EST,20.7,75,151.8,31.4,NA,NA,8.8,M,"Missing 2 toes on right rear foot, also 2 nails on 1 right rear toe.  Missing 2 middle toes on front right foot."
581,ENP-EST,31.2,113.4,222.9,44.5,NA,NA,28.5,M,None
582,ENP-EST,37.3,128.9,253.5,53.6,NA,NA,NA,M,None
583,ENP-EST,22.3,80.2,160.4,34,NA,NA,6.6,M,None
584,ENP-EST,17.9,67,140,28.3,NA,NA,6.7,F,None
585,ENP-EST,22.5,81.5,163.9,31.9,NA,NA,10.25,M,Incomplete tail
586,ENP-EST,24,85.5,171.6,33.6,NA,NA,12,M,None
587,ENP-EST,18.4,66,130.4,24.8,NA,NA,5.9,M,None
588,ENP-EST,30,112.2,219.5,41.8,NA,NA,27,M,Scarring on tail.
589,ENP-EST,25.7,94.5,185.6,37.3,NA,NA,16.4,M,None
590,ENP-EST,13.9,48.2,97.3,18.1,NA,NA,2.4,F,None
591,ENP-EST,29.3,106.3,212,40.3,NA,NA,24,M,None
592,Lox_Marsh,13,48,93.5,16.5,NA,NA,2,F,Left right foot and foreleg missing.
593,Lox_Marsh,18.5,66,133,25.5,NA,NA,5.9,F,None
594,Lox_Marsh,30,109,214.5,39,NA,NA,24,F,None
595,Lox_Marsh,14,51.5,104,18.5,NA,NA,2.55,F,None
596,Lox_Marsh,17,62.5,122.5,22.5,NA,NA,4.8,F,None
597,Lox_Marsh,34,127,245,49.5,NA,NA,46,M,Missing right front leg.
598,Lox_Marsh,34,127,233,47,NA,NA,41,F,Incomplete tail
599,Lox_Marsh,27,102.5,206,38.5,NA,NA,22,F,None
600,Lox_Marsh,24,87,175,31.5,NA,NA,13,F,None
601,Lox_Marsh,26.8,97,190,35.5,NA,NA,18.5,F,None
602,Lox_Marsh,32,112.5,213.5,46.5,NA,NA,27,M,Incomplete tail
603,Lox_Marsh,20.3,72,145,28.5,NA,NA,8.5,M,None
604,Lox_Marsh,28.2,103.5,206,39.5,NA,NA,23.5,F,None
605,Lox_Marsh,20,72.5,148.5,27.5,NA,NA,7.9,M,None
606,Lox_Marsh,16.6,57,117,21,NA,NA,3.7,F,None
607,WCA2A_Marsh,10.5,38.5,80,14.5,NA,NA,1.08,M,None
608,WCA2A_Marsh,25.6,95.5,182.5,33.5,NA,NA,15.5,M,None
609,WCA2A_Marsh,33,117.5,229,43.6,NA,NA,32.5,M,None
610,WCA2A_Marsh,21.7,81.4,162.6,31,NA,NA,11,F,None
611,WCA2A_Marsh,21.9,78.5,153,25.5,NA,NA,8.2,M,Blind in right eye. Missing?
612,WCA2A_Marsh,28,102.8,199.5,38.6,NA,NA,21.5,F,None
613,WCA2A_Marsh,19,68.2,135.7,24.9,NA,NA,5.7,M,None
614,WCA2A_Marsh,29.7,106.5,208,37.4,NA,NA,21,F,None
615,WCA2A_Marsh,17.7,63.4,128.4,23.9,NA,NA,5.2,F,None
616,WCA2A_Marsh,20.6,76.2,150,26.6,NA,NA,7,M,None
617,WCA2A_Marsh,15.8,55.4,111.3,19.7,NA,NA,3,F,None
618,WCA2A_Marsh,11.1,39.2,77.2,11.3,NA,NA,1.1,M,None
619,WCA2A_Marsh,14,51.1,102.4,17.8,NA,NA,2.3,F,None
620,WCA2A_Marsh,12.2,42,82.3,14.3,NA,NA,1.2,M,None
621,WCA2A_Marsh,29.5,111.5,217.4,37.6,NA,NA,25,F,None
622,WCA3A-TW_Marsh,16.8,59.6,122.5,21.9,NA,NA,4.2,F,None
623,WCA3A-TW_Marsh,11.3,40.8,79.5,14.4,NA,NA,1.25,F,None
624,WCA3A-TW_Marsh,12.5,44.8,89.5,16.2,NA,NA,1.75,M,None
625,WCA3A-TW_Marsh,12.8,46.7,90.2,16.2,NA,NA,1.8,F,None
626,WCA3A-TW_Marsh,12,42.4,83.9,14.4,NA,NA,1.3,M,None
627,WCA3A-TW_Marsh,14.9,51.1,100.5,18.8,NA,NA,2.75,F,Vent glands inflamed and bleeding.
628,WCA3A-TW_Marsh,20,71.8,144.5,28.2,NA,NA,7.65,M,None
629,WCA3A-TW_Marsh,33.5,125,238.9,56,NA,NA,51,F,"Scars on upper back, posterior of chest."
630,WCA3A-TW_Marsh,23.8,85.1,173.8,32.1,NA,NA,12.15,M,None
631,WCA3A-TW_Marsh,15,55.9,107.7,19.9,NA,NA,3.15,M,None
632,WCA3A-TW_Marsh,15.9,56.6,115.8,21,NA,NA,3.6,F,None
633,WCA3A-TW_Marsh,24.3,89.8,176.2,34.1,NA,NA,15.46,U,Single scute #6 scarred.
634,WCA3A-TW_Marsh,11.7,43.2,88.3,15.4,NA,NA,1.5,M,None
635,WCA3A-TW_Marsh,10.8,37.6,77,13.3,NA,NA,1.05,M,None
636,WCA3A-TW_Marsh,33,117.2,232.8,40.6,NA,NA,31,M,None
637,WCA3A-TW_Marsh,27.9,95.4,190.8,38.6,NA,NA,21,M,None
638,WCA3A-HD_Marsh,11.2,40.7,80,14.6,NA,NA,1.2,M,None
639,WCA3A-HD_Marsh,13.3,46.5,95,16.8,NA,NA,2.1,F,None
640,WCA3A-HD_Marsh,17.6,63.2,127.2,23.9,NA,NA,4.75,F,None
641,WCA3A-HD_Marsh,11.4,39.9,80.1,14.2,NA,NA,1.3,M,None
642,WCA3A-HD_Marsh,14.7,53,106.9,19.5,NA,NA,3.1,M,None
643,WCA3A-HD_Marsh,30.3,111,215.6,42.4,NA,NA,27,M,None
644,WCA3A-HD_Marsh,30.4,111.6,219,44.8,NA,NA,34,F,Incomplete tail
645,WCA3A-HD_Marsh,26.5,93.8,183.2,35.7,NA,NA,17.4,F,None
646,WCA3A-HD_Marsh,29.2,106.8,209.7,44.7,NA,NA,28.5,F,None
647,WCA3A-HD_Marsh,21.7,81,159.5,30.5,NA,NA,10,F,Left front 4th digit missing halfway.
648,WCA3A-HD_Marsh,14.3,55.3,107,18.5,NA,NA,2.8,F,None
649,WCA3A-HD_Marsh,17.3,64.7,126.2,21.5,NA,NA,4.3,M,None
650,WCA3A-HD_Marsh,15.3,55.5,111,16.5,NA,NA,2.8,M,None
651,WCA3A-HD_Marsh,28.5,105,200,41.5,NA,NA,22,F,Incomplete tail
652,WCA3A-HD_Marsh,29.9,119,224.5,45.5,NA,NA,34,F,None
653,WCA3A-N41_Marsh,14.6,49,99.6,17.5,NA,NA,2.325,F,None
654,WCA3A-N41_Marsh,24.9,93.5,185,37.8,NA,NA,18.5,F,None
655,WCA3A-N41_Marsh,10.2,38,75.5,14,NA,NA,0.975,F,None
656,WCA3A-N41_Marsh,20,72.5,145,28.5,NA,NA,8.4,F,None
657,WCA3A-N41_Marsh,15.2,54.6,110.8,20.6,NA,NA,3.4,F,None
658,WCA3A-N41_Marsh,27,101.5,195.3,39.4,NA,NA,22,F,None
659,WCA3A-N41_Marsh,25.8,97.6,188.6,39.9,NA,NA,21,F,"Bone exposed on front right leg at 1st toe, scar on tail."
660,WCA3A-N41_Marsh,28,101.8,200.1,45.1,NA,NA,25.5,F,None
661,WCA3A-N41_Marsh,21,78.4,157.7,31.6,NA,NA,10,M,None
662,WCA3A-N41_Marsh,22,78,158.6,31.1,NA,NA,10.4,M,None
663,WCA3A-N41_Marsh,24,90,178.5,34.3,NA,NA,14.25,M,None
664,WCA3A-N41_Marsh,10.3,35.4,72.3,12,NA,NA,0.81,M,None
665,WCA3A-N41_Marsh,14.2,50.6,96.9,18.3,NA,NA,2.6,F,Incomplete tail
666,WCA3A-N41_Marsh,28.7,107.3,209.7,43.5,NA,NA,25.25,F,None
667,WCA3A-N41_Marsh,27.5,103,208.1,43.7,NA,NA,26.5,F,None
668,WCA3A-N41_Marsh,25.5,NA,181,35.7,NA,NA,16,F,None
669,WCA3A-TW_Marsh,39.8,139,271.5,58.5,NA,NA,70,M,"Raised scute, right rear foot missing middle toe at knuckle."
